Accession Number,Additional Notes,Alternate Term(s),Alternate Title,Artist,Brief Bio,Category,Class,Classification,Collected By,Collection Method,Collector Number,Common Name,Conservation,Creator,Credit Line,Cultural Region,Culture,Culture/Nationality,Date Collected,Date Made,Date Recorded,Definition,Description,Determined By,Diet Info,Division,Edition Number,Elevation,Family,Formation,Gender and Age,Genre/Form,Genus,Geologic Age,Habitat,Identification,Index/Track No.,Inscriptions and Colophons,Instrument,Kingdom,Lead Collector(s),Life History,Location,Materials,Materials Glossary,Materials and Techniques,Measurements,Microhabitat,Name,Nationality,Object Type,Order,Other Collector(s),Performer,Period,Phylum,Place Collected,Place Collected Details,Place Made,Place Recorded,Preparation Type,Preparation(s),Range,Recording Equipment,Scientific Name,Scientific Name Authority,Seasonality,Species,Specimen Name,Subclass,Suborder,Subspecies,Subspecies Authority,Superfamily,Term,Title,Type,Variety,Variety Authority,Website,image_url,url
UADBG-B-16814,,,,,,,,,,,24325,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1620 m,,,,,,,"Closed crown coniferous forest, Picea-Abies-Larix dark conifer forest, about 255 years old with 60% canopy light and lots of moss",,,,,,René J. Belland,,,,,,,,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, west side of road to Chinese plot 3",,,,,,,Helodium sachalinense,(Lindb.) Broth.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179788
2005.5.618,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk satin; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 27.2 cm x 15.1 cm,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Left Side of the Front Panel of a Rank Badge,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_618_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19840
2004.19.79.8,,,,Zhu Sheng,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1681,,,,,,,,,,,,,,,,,,,,,,,,ink on silk,,,,,,,hanging scroll,,,,Qing 17th century,,,,China,,,,,,,,,,,,,,,,,Rocks and Stream in Bamboo Grove,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_079_008_m01_alt_edit_s23-01v01.jpg,https://search.museums.ualberta.ca/21-20467
2005.5.65,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk floss; silk satin; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 66.9 cm x 34.4 cm,,,,panel,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Pair of Embroidered Silk Sleeve Bands Mounted as a Panel,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_065_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19287
2004.19.72.1,,,,Wang Gai,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1702,,,"This is the first leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink and colour on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
In this scene a man walks towards a stone bridge which spans a small creek within a larger body of water. He is alone in this painting which evokes a feeling of peaceful solace. The trees, rocks, and other natural elements are sharper and darker in the foreground, fading into a mist in the background. This ink gradient technique, combined with light, translucent colours in the male figure and bridge, create an overall tranquil effect.",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Figures in River Landscapes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_001_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20435
2004.19.72.13,,,,Wang Gai,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1702,,,"This is the thirteenth and final leaf from the Figures in River Landscape album by Wang Gai (1677-1705), which is painted with ink on paper. Each leaf contains a landscape, which was painted in situ by Wang Gai. Repeating themes throughout the album include figures immersed in the natural environment, which reflects the literati’s yearning and nostalgia.
It contains an inscription by Huang Tianyuan of Yundu and 4 seals by him. In the inscription, Huang Tianyuan comments on the paintings by Wang Gai in this album.",,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,,,,,album leaf,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Figures in River Landscapes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_072_013_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20447
2010.20.1.7,,,,Gao Jin,,published works,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1771,,,"One set of the Yuzhi nanxun shengdian [Magnificent Record of the Southern Tours], edited by Gao Jin et al. Volumes 37-42, Chapter 94-105. Woodblock printed, thread binding.",,,,,,,,,,,,,,,,,,,,,"printed woodblock, thread binding",,,overall: 29.8 cm x 20.5 cm x 6.5 cm,,,,book,,,,,,,,China: Beijing,,,,,,,,,,,,,,,,,"Magnificent Record of the Southern Tours, volumes 37-42, chapters 94-105",,,,,https://media.museums.ualberta.ca/UAAC/bfw/2010/2010_020_001_007_d01_s20-02v01.jpg,https://search.museums.ualberta.ca/21-23674
CCE1998.2.14-15,,,,,,compact disk: commercial recording,,,,,,,,,Donated by Dr. Regula B. Qureshi,,"North American, Canadian, Chinese",,,,1997,,Tong Fu.,,,,,,,,,Chinese Classical,,,,,15,,erhu,,,,,,,,,,,,,,,"Qiang, Lei",,,,,,Xian,,,,,,,,,,,,,,,,Rendezvous in the Yurt,,,,,,https://search.museums.ualberta.ca/31-65135
2005.5.588.1.1,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1875-1908,,,,,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk floss; silk gauze; silk satin; silver wrapped silk thread; embroidery,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 28.2 cm x 13.4 cm,,,,rank badge,,,,Qing 19th-20th centuries,,,,China,,,,,,,,,,,,,,,,,Right Side of the Front Panel of a Rank Badge for a Ninth Rank Civil Official,,,,,,https://search.museums.ualberta.ca/21-20684
2005.5.192,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,"dark blue silk satin embroidered with silk, edged with off-white silk satin facings embroidered with silk, metal-wrapped and peacock feather-wrapped threads","Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 113.9 cm x 158 cm,,,,jacket,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Blue Silk Jacket for a Woman,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_192_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19414
CCE1998.2.15-4,,,,,,compact disk: commercial recording,,,,,,,,,Donated by Dr. Regula B. Qureshi,,"North American, Canadian, Chinese",,,,1996,,A Xinjiang folksong incorporating the South American rhythm of Bossa Nova.,,,,,,,,,Chinese Classical; Jazz; Pop; New Age,,,,,4,,piano; erhu,,,,,,,,,,,,,,,"Gao, George",,,,,,"North America: Canada, Ontario, Toronto",,,,,,,,,,,,,,,,Dance of Youth,,,,,,https://search.museums.ualberta.ca/31-65145
2005.5.460,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,pale pink silk damask edged with dark blue silk facings embroidered with silk and metal-wrapped threads,"Damask; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 67 cm x 85.7 cm,,,,jacket,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Pink Silk Damask Jacket,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_460_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19682
UADBG-B-16895,,,,,,,,,,,24414,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1640 m,,,,,,,"Picea-Abies-Betula dark conifer forest, about 430 years old with 80% canopy light, about 5% shrub cover and 45% herbaceous cover",,,,,,René J. Belland,,,,,,,on base of Abies,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, opposite Chinese plot 3",,,,,,,Helodium sachalinense,(Lindb.) Broth.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179855
2010.16.1.2,,,,Pan Gongshou,,albums,,,,,,,,,Purchased by Museums and Collections Services,,Chinese,,,ca. 1790,,,,,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,overall: 49 cm x 32 cm; sheet: 49 cm x 32 cm; image: 42 cm x 23 cm,,,,album leaf,,,,,,,,"China: Jiangsu, Yangzhou",,,,,,,,,,,,,,,,,Album Leaf from Album of Landscape Paintings,,,,,https://media.museums.ualberta.ca/UAAC/ppt/2010/10_016_001_002s01v01.jpg,https://search.museums.ualberta.ca/21-23570
2005.5.593.1.2,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1862-1874,,,,,,,,,,,,,,,,,,,,,,,,copper-wrapped silk thread; gold wrapped silk thread; ink; linen; silk; silver wrapped silk thread; tapestry weave,,,overall: 28 cm x 14.8 cm,,,,rank badge,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Left Side of the Front Panel of a Rank Badge for a Fourth Rank Military Official,,,,,,https://search.museums.ualberta.ca/21-20698
2005.5.234,,,Chrysanthemum Festival badge,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1573-1619,,,"Embroidered silk gauze square festival badge with dragon, chrysanthemums, clouds, flames, and mountains. Square badges were worn by courtiers in the Ming (1398-1844) imperial court. The dragon on this badge has been embroidered using gold metal-wrapped silk floss, which has been couched to the backing fabric and add texture to the dragon's scales. This badge was likely worn to celebrate long lives for senior members of the imperial court.",,,,,,,,,,,,,,,,,,,,,gold wrapped silk thread; silk; silk floss; embroidery; silk gauze,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 38 cm x 37.6 cm,,,,rank badge,,,,Ming 16th-17th centuries,,,,China,,,,,,,,,,,,,,,,,Embroidered Silk Gauze Festival Badge,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_234_ve_s19-13v01.jpg,https://search.museums.ualberta.ca/21-19456
CCE1998.2.15-6,,,,,,compact disk: commercial recording,,,,,,,,,Donated by Dr. Regula B. Qureshi,,"North American, Canadian, Chinese",,,,1996,,A Shaanxi folksong that incorporates the musical sound of a donkey.,,,,,,,,,Chinese Classical; Jazz; Pop; New Age,,,,,6,,erhu; piano; voice,,,,,,,,,,,,,,,"Gao, George",,,,,,"North America: Canada, Ontario, Toronto",,,,,,,,,,,,,,,,Herding the Flock,,,,,,https://search.museums.ualberta.ca/31-65147
2022.7.6.1.2,,,,unknown,,textiles,,,,,,,,,Purchased by University of Alberta Museums,,Chinese,,,1875 - 1908,,,Qilin rank badges from the Guangxu Period (1875 - 1908),,,,,,,,,,,,,,,,,,,,,Polychrome silk floss and metal-wrapped thread embroidery on silk satin,,,overall: 28.9 cm x 15.2 cm,,,,rank badge,,,,,,,,China,,,,,,,,,,,,,,,,,Front Right Panel of a Rank Badge for a First Rank Military Official,,,,,,https://search.museums.ualberta.ca/21-27271
2004.19.3.10,,,,unknown,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,A painting of four butterflies of varying colours and sizes.,,,,,,,,,,,,,,,,,,,,,ink; paper,,,sheet: 35.4 cm x 43.3 cm; image: 22.1 cm x 26.1 cm,,,,album leaf,,,,Qing 18th-19th centuries,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Insects,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_003_010_s21-03v01.jpg,https://search.museums.ualberta.ca/21-20083
2004.19.21,,,,Yuan Yao,,paintings,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,A hanging scroll painting of a mountain and a lakeside house.,,,,,,,,,,,,,,,Impressed with 2 seals of the artist and inscribed with the title.,,,,,,ink and colour on silk,,,sheet: 282.6 cm x 76.5 cm; image: 160.5 cm x 57.5 cm,,,,hanging scroll,,,,Qing 18th century,,,,China,,,,,,,,,,,,,,,,,Summer Retreat at Lakeside Village,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_021_m01_s22-02v01.jpg,https://search.museums.ualberta.ca/21-19086
2009.15.7,,,,"Huang, Zhong-Yang",,,,,,,,,,,Transfer from the Faculty of Law,,,Chinese; Canadian,,2003,,,,,,,,,,,,,,,,,,,,,,,,oil on canvas,,,overall: 90.2 cm x 74.7 cm; sight: 74.8 cm x 59.5 cm,,,,painting,,,,,,,,,,,,,,,,,,,,,,,,,Portrait of David C. McDonald,,,,,,https://search.museums.ualberta.ca/11-22876
UADBG-B-16838,,,,,,,,,,,24351,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1620 m,,,,,,,"Forested cliff (large sized) in Picea-Abies-Larix dark conifer forest, about 255 years old with 60% canopy light",,,,,,René J. Belland,,,,,,,on moist humus rock,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, west side of road to Chinese plot 3",,,,,,,Scapania parvidens,Stephani,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179808
,,,,Lu Shoukun,"Chinese, 1919-1975",,,,,,,,,,,,,,,1965,,,"Lu Shoukun was a renowned Chinese painter and educator who made significant contributions to the New Ink Movement, a contemporary art movement that reinterpreted traditional Chinese ink painting techniques with a modern approach. Having studied painting in the 1930s under the guidance of the distinguished Chinese painter and calligrapher, Zhao Shao'ang, Lui relocated to Hong Kong in 1948. Thereafter, he focused on studying traditional Chinese painting and later integrated the concept of Western modernism with ink painting. Lui commenced writing articles on art and exhibition reviews for local newspapers in 1952.  In 1958, he founded the ""New Art Studio"" to teach painting. Four years later, he was appointed as an honorary advisor to the Hong Kong Museum of Art. In 1968, Lui and his students established the ""In Tao Art Association"" and held their inaugural group exhibition at the Chinese University of Hong Kong. In recognition of his contributions to the arts, Lui was awarded an honorary M.B.E. (Member of the Most Excellent Order of the British Empire) by the British government in Hong Kong in 1971. Lui Shou-Kwan's remarkable achievements continue to inspire many in the realm of contemporary Chinese art.",,,,,,,,,,,,,,,,,,,,,,,,,,Lu Shoukun,Chinese,hanging scroll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/g/14-9019
1997.33.1,,,,"Wong, Ben Kui-Hung",,,,,,,,,,,Master of Fine Arts Thesis Presentation,,,Chinese,,1993,,,,,,,,,,,,,,,,,,,,,,,,colors and wax on handmade paper; frottage,,,overall: 80 x 105 cm,,,,print,,,,,,,,,,,,,,,,,,,,,,,,,New Born,,,,,,https://search.museums.ualberta.ca/11-7425
2004.19.9.14,,,,Yao Song,,albums,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,ink and colour on paper,,,overall: 3.3 cm x 16.8 cm x 26.6 cm; image: 16 cm x 9.9 cm,,,,album leaf,,,,Qing 17th-18th centuries,,,,China,,,,,,,,,,,,,,,,,Album Leaf from Album of Landscapes,,,,,https://media.museums.ualberta.ca/UAAC/fullres/2004/2004_019_009_014_s21-10v01.jpg,https://search.museums.ualberta.ca/21-20511
2005.5.343.1,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,black silk gauze embroidered with silk and metal-wrapped threads edged with metal-wrapped thread and black silk brocade,"Brocade; Embroidery											
											 
												
												
													
														View Materials Glossary Details »
View Materials Glossary Details »",,overall: 33.8 cm x 66.5 cm,,,,collar,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Gauze Silk Collar with Brocade Edging,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_343_001_re_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20791
2005.5.69,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,,,,,,,,,,,,,,,,,,,,,,"silk satin, embroidery","Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,,,,,sleeve band,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Pair of Embroidered Silk Sleeve Bands,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_069_ve_s20-02v01.jpg,https://search.museums.ualberta.ca/21-19291
2005.5.221,,,,unknown,,textiles,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,1644-1661,,,"This silk multi-coloured tapestry wall hanging features a typical imperial composition of numerous dragons, interpreted as a symbol of social order corresponding to Confucianism. The dragons are floating in the sky, surrounded by clouds, with rocks and waves below. They are all four-clawed dragons (mang) with various positions in the sky. In addition, there are auspicious Buddhist symbols interspersed throughout the sky.",,,,,,,,,,,,,,,,,,,,,silk tapestry weave with metal-wrapped and peacock feather-wrapped threads,"Tapestry Weave											
											 
												
												
													
														View Materials Glossary Details »",,overall: 168.5 cm x 172 cm,,,,hanging,,,,Qing 17th century,,,,China,,,,,,,,,,,,,,,,,Silk Tapestry Weave Hanging,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_221_re_d03_s19-12v01.jpg,https://search.museums.ualberta.ca/21-19443
CCE1995.1.286-3,,,,,,audio tape: commercial recording,,,,,,,,,Regula Qureshi Collection,,,,,,1984: January 29,,concert,,,,,,,,,Chinese orchestral music,,,,,A:139,,orchestra,,,,,,,,,,,,,,,Edmonton Chinese Orchestra,,,,,,"Edmonton, Alberta:",,,,Technics RS-B107,,,,,,,,,,,,Untitled,,,,,,https://search.museums.ualberta.ca/31-64924
2005.5.84.1,,,,unknown,,clothing,,,,,,,,,Gift of Sandy and Cécile Mactaggart,,Chinese,,,date unknown,,,"Wedding Collar composed of three rows of petal shaped silk panels, each embroidered with flowers and fruit.",,,,,,,,,,,,,,,,,,,,,silk satin embroidered with silk,"Embroidery											
											 
												
												
													
														View Materials Glossary Details »",,overall: 90 cm circumference,,,,collar,,,,Qing 19th century,,,,China,,,,,,,,,,,,,,,,,Embroidered Wedding Collar Composed of Silk Petal Shaped Panels,,,,,https://media.museums.ualberta.ca/UAAC/bfw/2005/2005_005_084_001_ve_s19-12v01.jpg,https://search.museums.ualberta.ca/21-20878
UADBG-B-16869,,,,,,,,,,,24386,,,,,,,,1997-07-07,,,,,Tong Chao,,,,1620 m,,,,,,,"Forested cliff (large sized) in Picea-Abies-Larix dark conifer forest, about 255 years old with 60% canopy light",,,,,,René J. Belland,,,,,,,on humus on rock,,,,,Sylvie Forest and Fu Xing,,,,,"Changbai Shan, ancient volcano straddling NE China/North Korea border; Along road up to Mount Changbai summit, west side of road to Chinese plot 3",,,,,,,Distichium capillaceum,(Hedw.) Bruch & Schimp.,,,,,,,,,,,,,,,,https://search.museums.ualberta.ca/34-179837
